title,company,location,description,salary_min,salary_max,contract_type,category,created_date,redirect_url,source,search_term,search_location,collected_date
Software Engineer: Full-Stack Web Developer,Nanobiosym,"Cambridge, Middlesex County","Location: On-site only Type: Full-Time Company Overview We are a dynamic, growing company in the digital health sector, revolutionizing healthcare through innovative technology. As we expand our digital presence, we're seeking a talented Full-Stack Web Developer to spearhead our e-commerce and outreach initiatives. We are seeking a visionary developer to architect robust, secure, and scalable web solutions from the ground up. The ideal candidate will be a self-starter with a proven track record…",103968.74,103968.74,,IT Jobs,2025-06-21T12:04:16Z,https://www.adzuna.com/details/5261779181?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Boston, MA",2025-06-25 12:55:47
Senior Software Engineer - Retail,Lightspeed HQ,"South Boston, Suffolk County","We’re looking for both Intermediate and Senior Developers (Full Stack, Back End and Front End) to join our Lightspeed Retail Team in the US and Canada. With Lightspeed Retail, youll build software solutions that provide merchants with all of the tools that they need to thrive in the market. You will have the opportunity to work on different areas of multiple products depending on your skill set and preference. You will own and be accountable for features and high-leverage coding projects. What …",98506.24,98506.24,,IT Jobs,2025-06-21T10:27:25Z,https://www.adzuna.com/land/ad/5261753294?se=fqcJPuVR8BGojOiAk9LMuA&utm_medium=api&utm_source=9c54ed3b&v=54EB525D854E0705B9E83032352FAD4778D3C2C9,adzuna,Full Stack Developer,"Boston, MA",2025-06-25 12:55:47
Senior Cloud Software Engineer (Family Products),Aura,"Boston, Suffolk County","Aura is on a mission to create a safer internet. In a world where our lives are increasingly online, Aura's category-defining suite of intelligent digital safety products help millions of customers protect themselves against digital threats, and that number is growing rapidly. This is an exciting phase at Aura, and our team of over 400 people worldwide is guided by a leadership slate that's successfully grown startups into multi-billion dollar organizations. Come build with us! Senior Cloud Sof…",120000.0,180000.0,,IT Jobs,2025-06-21T08:09:26Z,https://www.adzuna.com/details/5261542731?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Boston, MA",2025-06-25 12:55:47
"Director, Software Engineering",Fidelity,"Boston, Suffolk County","Job Description: The Role In this role, you will have In-depth, hands-on knowledge of work performed by multiple teams and will apply advanced knowledge of concepts, theories, and practices of software engineering across the t echnology team . H elp teams make tech decisions that will have immediate impact on multiple work/project groups. Help enhance engineering process across the High Income and Alternatives PM space by introducing, developing, or offering engineering processes or services. H…",155769.84,155769.84,,IT Jobs,2025-06-21T04:31:58Z,https://www.adzuna.com/details/5261313582?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Boston, MA",2025-06-25 12:55:47
Full Stack Web Developer (Evergreen Role),FWDthink LLC,"El Segundo, Los Angeles County","Job Description Job Description Salary: $130,000 Location : El Segundo, CA (Hybrid) Clearance Requirement: Active DoD Secret Security Clearance Evergreen Hiring This is an evergreen job listing, meaning we are always looking for talented Full Stack Web Developers to join our team for future hiring needs. While we may not have an immediate opening, we actively review applications and will reach out when a suitable position becomes available. If you are passionate about software development and w…",88779.87,88779.87,,IT Jobs,2025-06-25T11:48:51Z,https://www.adzuna.com/details/5267632668?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Full-Stack Software Engineer,KB Search Team,"Market, Los Angeles County","Mid-Level Full Stack Engineer We're looking for a sharp, mission-driven Full Stack Engineer to help us build the next generation of our AI-powered platform. If you’re excited by the opportunity to work on cutting-edge products that directly impact people’s lives—and you thrive in a fast-paced, early-stage environment—this role is for you. What You’ll Do: Build and ship end-to-end features across the stack using React, Remix, TailwindCSS, and TypeScript Integrate AI/LLM tools (OpenAI, Anthropic,…",135000.0,160000.0,,IT Jobs,2025-06-25T05:10:33Z,https://www.adzuna.com/land/ad/5267034782?se=FD1ZQOVR8BGrj4hrKpKY3g&utm_medium=api&utm_source=9c54ed3b&v=F25A0963EDA699A278DF3C21787C1ABFA83CA16D,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Full Stack Engineer,Insight Global,"Los Angeles, Los Angeles County","JOB DESCRIPTION: Insight Global's political media buying client is looking to bring on a Full Stack Developer to be the sole individual leading the automation movement for their start up. The Software Developer will design, develop, and maintain internal applications and productivity tools, focusing on robust database management, seamless API integrations, and reporting enhancements. This role involves close collaboration with cross-functional teams—including data analysts, campaign strategists…",94195.43,94195.43,,IT Jobs,2025-06-24T22:18:23Z,https://www.adzuna.com/details/5266584740?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Senior Roblox Developer,Sawhorse Productions,"Los Angeles, Los Angeles County","Job Description Job Description Sawhorse Productions is a Los Angeles based, Award winning full-service creative studio turning ideas into unforgettable experiences through captivating branded content, viral social moments, and groundbreaking interactive experiences. We partner with industry-leading brands, artists, and studios such as Walmart, Google, NBCU, Fanatics, Toyota, Pepsi and Alo to deliver industry leading, innovative multi-platform content. At Sawhorse, we believe in fostering a cul…",85653.27,85653.27,,IT Jobs,2025-06-24T13:51:37Z,https://www.adzuna.com/details/5266031061?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Full Stack Developer,Insight Global,"Los Angeles, Los Angeles County","Job Description Job Description CLIENT: Yosemite Consulting POSITION: Full Stack Developer LOCATION: REMOTE (standard hours for time zone) DURATION: PERM COMPENSATION: $145k MAX P2C: 2 rounds (first call panel style, final call with founder), interviews on Tuesdays and Thursdays START DATE: 7/28/25 JOB DESCRIPTION: Insight Global's political media buying client is looking to bring on a Full Stack Developer to be the sole individual leading the automation movement for their start up. The Softwar…",125000.0,145000.0,,IT Jobs,2025-06-24T08:50:13Z,https://www.adzuna.com/details/5265631652?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Full Stack Engineer,Strativ Group,"Los Angeles, Los Angeles County","About the Role As a foundational member of the software engineering team, you'll collaborate with product, operations, data, and robotics teams to develop a next-generation factory operating system. This platform powers a range of internal and external applications, from quoting and load balancing to customer interfacing and supply chain visibility. Key Responsibilities Architect, implement, and deploy critical applications that directly impact revenue and mission outcomes Own a product vertica…",193364.6,193364.6,,IT Jobs,2025-06-24T01:23:21Z,https://www.adzuna.com/land/ad/5265069193?se=FD1ZQOVR8BGrj4hrKpKY3g&utm_medium=api&utm_source=9c54ed3b&v=86C1303D050A47A7D5832EC2539E1D60FD222F56,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
"Software Engineer, Product",Facebook,"Textile Finance, Los Angeles County","We are the teams who create all of Metas products used by billions of people around the world. Want to build new features and improve existing products like Messenger, Video, Groups, News Feed, Search and more? Want to solve unique, large scale, highly complex technical problems? Meta is seeking experienced full-stack Software Engineers to join our product teams. You can help build products that help us connect the next billion people, create new features that have billions of interactions per …",102220.97,102220.97,,Engineering Jobs,2025-06-23T10:34:17Z,https://www.adzuna.com/land/ad/5263983135?se=FD1ZQOVR8BGrj4hrKpKY3g&utm_medium=api&utm_source=9c54ed3b&v=BE61A37FD7D70187015006FAE21511A9F24539CA,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Software Engineering Manager,Boeing,"El Segundo, Los Angeles County","Software Engineering Manager Company: The Boeing Company The Boeing Company seeks a Software Engineering Manager to join our Space Mission Systems (SMS) Ground Mission Management (GMM) team in El Segundo, CA. This team builds the next-generation products and services for the BDS business unit and this position will lead software development for a new ground satellite command & control system. Working with government and proprietary customers, stakeholders, and satellite C2 technical experts in …",165750.0,224250.0,permanent,Engineering Jobs,2025-06-23T07:55:39Z,https://www.adzuna.com/details/5263808161?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Software Engineering Manager,The Boeing Company,"El Segundo, Los Angeles County","Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company seeks a Software Engineering Manager to join our Space Mission Systems (SMS) Ground Mission Management (GMM) team in El Segundo, CA. This team builds the next-generation products and services for the BDS busine…",185646.11,185646.11,,Engineering Jobs,2025-06-23T07:28:03Z,https://www.adzuna.com/details/5263798615?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Technical Co-Founder / Chief Technology Officer (CTO) for Pre-Seed Startup,StoryBoard,"Los Angeles, Los Angeles County","Type: Co-Founder (a minimum of 20 hours/week pre-Seed Round; Full Time 30–40 hours/week post-Seed Round) Compensation: 5% equity and $110,000 - $130,000 salary upon successful $2M Seed Round (target: December 2025). Unlimited PTO, with Company shutdowns the weeks of Juneteenth and Christmas – New Years Reports to: CEO / COO Team: Head of Engineering, Data, and AI About StoryBoard StoryBoard is reshaping how Hollywood finds its next big talent and content. We connect emerging creatives with indu…",160646.77,160646.77,,IT Jobs,2025-06-23T01:23:51Z,https://www.adzuna.com/details/5263532858?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Brandes Associates Inc. is hiring: Full Stack Senior Web Developer in Los Angele,Brandes Associates Inc.,"Los Angeles, Los Angeles County","Join to apply for the Full Stack Senior Web Developer role at Brandes Associates Inc. BAI, a defense contractor, is seeking senior Full Stack Senior Web Developers with 10 years of experience, for supporting Multi-Spectral Defense Electromagnetic Warfare System Support Activity systems at Point Mugu Naval Base, Camarillo, CA. Benefits include career advancement, stability, and a well-established, employee-focused environment. Salary The annual salary range is $75,000 to $125,000 USD, based on q…",125408.33,125408.33,,IT Jobs,2025-06-22T12:01:35Z,https://www.adzuna.com/details/5262991603?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Senior Director of Information Technology (IT),Next Health,"Los Angeles, Los Angeles County","About Us At Next Health, we are redefining health optimization by integrating cutting-edge medical innovation with preventative, data-driven wellness. Through our technology-forward platform and luxury clinical environments, we empower our members to take control of their well-being with personalized longevity solutions. We are rapidly expanding across the U.S., and we are seeking visionary leaders to help scale our digital infrastructure and member experience. Your Impact As the Senior Directo…",216961.17,216961.17,,IT Jobs,2025-06-22T06:22:35Z,https://www.adzuna.com/details/5262786162?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Web Developer Job at Confidential in Los Angeles,Confidential,"Los Angeles, Los Angeles County","Get AI-powered advice on this job and more exclusive features. This range is provided by Confidential. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more. Base pay range $110,000.00/yr - $125,000.00/yr Please note: this position requires in-office availability Monday-Friday. This position is not eligible for remote or hybrid schedule and at this time, we are not offering relocation coverage. Summary This position is responsible for designing, co…",89976.76,89976.76,,IT Jobs,2025-06-21T12:05:38Z,https://www.adzuna.com/details/5261782440?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert,Jobs via Dice,"Los Angeles, Los Angeles County","Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert 1 day ago Be among the first 25 applicants Dice is the leading career destination for tech experts at every stage of their careers. Our client, Motion Recruitment Partners, LLC, is seeking the following. Apply via Dice today! Job Description This is a full-time opportunity based in Los Angeles (hybrid or remote optional for the right candi…",191304.02,191304.02,,IT Jobs,2025-06-21T12:04:42Z,https://www.adzuna.com/details/5261780298?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Full Stack Engineer | Los Angeles,"Fincons.US, Inc.","Los Angeles, Los Angeles County","FinconsUS is a leading IT consulting company specializing in innovative solutions for various industries. We are seeking a highly skilled full-stack Java/Node.js engineer to join our team. This position requires expertise in Java, Node.js, and modern front-end technologies, with experience developing scalable applications. The role is hybrid, requiring at least one day per week in our Downtown Los Angeles (DTLA) office. Key Responsibilities Develop and maintain full-stack applications using Jav…",99563.48,99563.48,,IT Jobs,2025-06-21T11:27:33Z,https://www.adzuna.com/details/5261766630?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
RPA-Senior Consultant,"Baker Tilly Advisory Group, LP","Los Angeles, Los Angeles County","Overview Baker Tilly is a leading advisory, tax and assurance firm, providing clients with a genuine coast-to-coast and global advantage in major regions of the U.S. and in many of the world's leading financial centers - New York, London, San Francisco, Los Angeles, Chicago and Boston. Baker Tilly Advisory Group, LP and Baker Tilly US, LLP (Baker Tilly) provide professional services through an alternative practice structure in accordance with the AICPA Code of Professional Conduct and applicabl…",162101.72,162101.72,permanent,IT Jobs,2025-06-21T09:50:43Z,https://www.adzuna.com/details/5261701845?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Senior Full-Stack Software Engineer – AEC Technology,RIOS,"Leimert Park, Los Angeles County","RIOS is an international design collective. We bring an interdisciplinary approach to design, creating projects that promote wellness and spark joy, and prioritize ecological health and environmental resilience. Our practice is a sincere expression of our belief that design is a dynamic exercise influenced by a collection of people representing diverse perspectives. With offices in six cities around the world, we take a hyperlocal approach to design that celebrates and promotes uniqueness of pl…",106538.28,106538.28,,IT Jobs,2025-06-21T08:10:55Z,https://www.adzuna.com/details/5261543201?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert,Motion Recruitment,"Los Angeles, Los Angeles County",Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert Join to apply for the Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert role at Motion Recruitment Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert 13 hours ago Be among the first 25 applicants Join to apply for the Senior Machine Learning AI Engineer / Remote / Entertainment / Audio ML expert role at Motion Recruitment Get AI-powered advice on this job and m…,186564.4,186564.4,,IT Jobs,2025-06-20T11:53:38Z,https://www.adzuna.com/details/5260056494?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Software Engineer,Faraday Future,"Gardena, Los Angeles County","The Company: Faraday Future (FF) is a California-based mobility company, leveraging the latest technologies and world’s best talent to realize exciting new possibilities in mobility. We’re producing user-centric, technology-first vehicles to establish new paradigms in human-vehicle interaction. We’re not just seeking to change how our cars work – we’re seeking to change the way we drive. At FF, we’re creating something new, something connected, and something with a true global impact. Your Role…",71447.88,71447.88,,IT Jobs,2025-06-20T07:48:54Z,https://www.adzuna.com/details/5259823273?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
"TechLink Resources, Inc is hiring: Lead Java Developer (Ad tech, Advertising) NO","TechLink Resources, Inc","Los Angeles, Los Angeles County","Lead Java Developer (Ad tech, Advertising) NO H1B OR C2C Lead Java Developer (Ad tech, Advertising) NO H1B OR C2C Get AI-powered advice on this job and more exclusive features. TechLink Resources, Inc provided pay range This range is provided by TechLink Resources, Inc. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more. Base pay range $85.00/hr - $95.00/hr Direct message the job poster from TechLink Resources, Inc Technical Recruiter at TechLin…",111475.39,111475.39,,IT Jobs,2025-06-19T11:48:01Z,https://www.adzuna.com/details/5258252372?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Los Angeles, CA",2025-06-25 12:55:51
Senior Software Developer,Edwards Lifesciences,"Illinois Medical District, Chicago","Many structural heart patients suffer from heart failure with limited options. Our Implantable Heart Failure Management (IHFM) team is at the forefront of addressing these unmet patient needs through pioneering technology that enables early, targeted therapeutic intervention. Our innovative solutions are not just transforming patient care but also creating a unique and exciting environment for our team members. It's our driving force to help patients live longer and healthier lives. Join us and…",145681.12,145681.12,,IT Jobs,2025-06-25T10:23:28Z,https://www.adzuna.com/details/5267531283?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Data Analytics Specialist IV,Uber,"Illinois Medical District, Chicago","About the Role The US&C Field Analytics team plays a key role in enabling data-driven decision-making for regional Field Operations leadership in US&C, supporting both ongoing business needs and new global initiatives. What the Candidate Will Need / Bonus Points - Create single sources of truth that directly influence decision-making by field managers and program leadership. - Provide visibility into performance and health of field operations support teams through end-to-end analytical solution…",93979.9,93979.9,,IT Jobs,2025-06-25T04:48:52Z,https://www.adzuna.com/details/5267014890?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
REMOTE Full Stack Developer,DESIGNWORKS,"Chicago, Cook County","Responsibilities Design and develop front-end and back-end of web applications Write clean, efficient, and well-documented code Collaborate with development team to identify and resolve technical issues Ensure seamless integration of front-end and back-end systems Participate in code reviews and contribute to the improvement of the codebase Stay up-to-date with industry trends and emerging technologies Skills Needed 3 years of experience in full stack development Strong knowledge of front-end t…",100269.94,100269.94,,IT Jobs,2025-06-23T12:42:33Z,https://www.adzuna.com/details/5264129452?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
"Expedia Group is hiring: Senior Software Development Engineer, Advertising Techn",Expedia Group,"Chicago, Cook County","Senior Software Development Engineer, Advertising Technology Join to apply for the Senior Software Development Engineer, Advertising Technology role at Expedia Group Senior Software Development Engineer, Advertising Technology Join to apply for the Senior Software Development Engineer, Advertising Technology role at Expedia Group This range is provided by Expedia Group. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more. Base pay range $161,000.…",174691.19,174691.19,,IT Jobs,2025-06-23T11:52:56Z,https://www.adzuna.com/details/5264022382?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Senior Software Engineer - R&D,Snapsheet,"The Loop, Chicago","Job Title: Senior Software Engineer - R&D Company: Snapsheet Job Location: USA, Remote Job Type: Full-time, direct hire Job Department: Technology Team : R&D About Snapsheet: Snapsheet exists to simplify claims. We leverage our expertise in virtual estimating and innovative claims management technology, transforming the end-to-end claims process - delivering faster, modern experiences for claims organizations of all sizes. About the role: We’re looking for a Senior Software Engineer to join our…",135000.0,165000.0,,IT Jobs,2025-06-23T09:56:41Z,https://www.adzuna.com/details/5263917396?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
"AI Architect I, Go-To-Market",Google,"Illinois Medical District, Chicago","The application window will be open until at least June 20, 2025. This opportunity will remain online based on business needs which may be before or after the specified date. Only applications of candidates with Mexican citizenship will be evaluated for this role in compliance with the provisions of Article 7 of the Federal Labor Law. Please submit your resume in English - we can only consider applications submitted in this language. Minimum qualifications: - Bachelor's degree in Computer Scien…",191460.08,191460.08,,IT Jobs,2025-06-22T08:49:26Z,https://www.adzuna.com/details/5262876118?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Senior Software Engineer - R&D,Snapsheet,"Chicago, Cook County","Job Description Job Description Job Title: Senior Software Engineer - R&D Company: Snapsheet Job Location: USA, Remote Job Type: Full-time, direct hire Job Department: Technology Team: R&D About Snapsheet: Snapsheet exists to simplify claims. We leverage our expertise in virtual estimating and innovative claims management technology, transforming the end-to-end claims process - delivering faster, modern experiences for claims organizations of all sizes. About the role: We’re looking for a Senio…",131037.32,131037.32,,IT Jobs,2025-06-22T01:35:16Z,https://www.adzuna.com/details/5262553477?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
"Digital Factory, Inc. is hiring: Web Developer - Rails - Full Stack in Chicago","Digital Factory, Inc.","Chicago, Cook County","Join to apply for the Web Developer - Rails - Full Stack role at Digital Factory, Inc. Job Description We are looking for an experienced Full Stack Web Developer with a wide skill set to enhance and maintain the core Digital Factory website as well as contribute to web application development that will be used by businesses and brands to further influence the way consumers interact with their mobile apps. Strong communication and interpersonal skills will also be critical to your success. This …",97776.95,97776.95,,IT Jobs,2025-06-21T12:05:36Z,https://www.adzuna.com/details/5261782351?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
"Web Developer - Senior - Full Stack Job at Digital Factory, Inc. in Chicago","Digital Factory, Inc.","Chicago, Cook County","Be among the first 25 applicants. Job Description We are seeking an experienced Full Stack Web Developer with a broad skill set to enhance and maintain the core Digital Factory website and contribute to web application development used by businesses and brands to influence consumer interactions with mobile apps. Strong communication and interpersonal skills are essential. This is a 6-9 month internship with potential for extension and/or salary based on performance, job requirements, and candid…",82143.2,82143.2,,IT Jobs,2025-06-21T12:05:34Z,https://www.adzuna.com/details/5261782300?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Marketing Job at 360-TSG (Tech Staffing Group) in Chicago,360-TSG,"Chicago, Cook County","We are working with one of the more expecting organizations located north of the city.This is a fully-integrated, global marketing company that unites healthcare, retail, and brand marketers to achieve remarkable business results. As a team they create and execute integrated marketing and communications ideas and solutions for some of the more well know corporations throughout the US. As a company they exist to give incredible people the opportunity to make a difference and have fun doing it. C…",82758.64,82758.64,,IT Jobs,2025-06-21T12:03:32Z,https://www.adzuna.com/details/5261776603?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
RPA-Senior Consultant,"Baker Tilly Advisory Group, LP","Chicago, Cook County","Overview Baker Tilly is a leading advisory, tax and assurance firm, providing clients with a genuine coast-to-coast and global advantage in major regions of the U.S. and in many of the world's leading financial centers - New York, London, San Francisco, Los Angeles, Chicago and Boston. Baker Tilly Advisory Group, LP and Baker Tilly US, LLP (Baker Tilly) provide professional services through an alternative practice structure in accordance with the AICPA Code of Professional Conduct and applicabl…",154549.08,154549.08,permanent,IT Jobs,2025-06-21T09:50:42Z,https://www.adzuna.com/details/5261701788?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
"Senior ServiceNow Developer | Chicago, Illinois (Hybrid) | (Contract To Hire )",Stellent IT LLC,"Old Norwood, Chicago","Hi, Position: Senior ServiceNow Developer Location: Chicago, Illinois (Hybrid) Duration: 6  months (Contract To Hire ) Interview Mode: Video Must have LinkedIn with picture Contract to hire - GC holder, US citizen only Hybrid Chicago, IL (local candidates only) JD Build and enhance solutions in HRSD , CMDB , Employee Center , and ITSM modules like Change/Incident/Problem Management Customize dashboards, widgets, workflows, and APIs using ServiceNow Studio, Flow Designer, client/server-side scri…",99441.63,99441.63,,IT Jobs,2025-06-21T08:44:25Z,https://www.adzuna.com/details/5261590762?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Sr Full Stack Developer,Hertz,"Chicago, Cook County","Description A Day in the Life: Senior Full Stack Developers – Web are focused on delivering high-quality user interfaces quickly. They use techniques like collaborative code reviews and test-driven development to ensure efficient coding. They are experts in frontend technologies and work to create seamless and engaging user experiences. While their primary focus is the frontend, they collaborate closely with backend engineers. They are expected to stay up-to-date with the latest web technologie…",120000.0,150000.0,,IT Jobs,2025-06-21T04:25:19Z,https://www.adzuna.com/details/5261310747?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Senior Software Engineer - R&D,Snapsheet,"Chicago, Cook County","Job Title: Senior Software Engineer - R&D Company: Snapsheet Job Location: USA, Remote Job Type: Full-time, direct hire Job Department: Technology Team : R&D About Snapsheet: Snapsheet exists to simplify claims. We leverage our expertise in virtual estimating and innovative claims management technology, transforming the end-to-end claims process - delivering faster, modern experiences for claims organizations of all sizes. About the role: We’re looking for a Senior Software Engineer to join our…",131399.97,131399.97,,IT Jobs,2025-06-20T20:04:26Z,https://www.adzuna.com/details/5260794134?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
FRFS Lead Full Stack Software Engineer,Federal Reserve Bank,"The Gap, Chicago","Company Federal Reserve Bank of Chicago What we Do: Federal Reserve Financial Services (FRFS) delivers a suite of payments services to financial institutions via FedLine® Solutions, FedNowSM, Fedwire®, National Settlement Service (NSS), FedCash®, FedACH® (Automated Clearing House), and Check Services. We are currently leading a strategic effort to transform FRFS to a national, enterprise-focused organization. Through our evolved structure, we will meet the needs of the marketplace for new produ…",171000.0,171000.0,permanent,IT Jobs,2025-06-20T09:02:40Z,https://www.adzuna.com/details/5259918180?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Java Developer,Virtusa,"Chicago, Cook County","Design, develop, test, and deploy scalable and resilient microservices using Java and Spring Boot.Collaborate with cross-functional teams to define, design, and ship new features.Work on the entire software development lifecycle, from concept and design to testing and deployment.Implement and maintain AWS cloud-based solutions, ensuring high performance, security, and scalability.Integrate microservices with Kafka for real-time data streaming and event-driven architecture.Troubleshoot and resol…",70350.18,70350.18,,IT Jobs,2025-06-20T07:38:40Z,https://www.adzuna.com/details/5259817762?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
"Software Engineer (AI Applications) - Flex Hybrid in Chicago, IL",CSC Cboe Services Company,"Chicago, Cook County","Job Description: Building trusted markets — powered by our people. At Cboe, we inspire our people to solve complex challenges together because what we do matters. We provide the financial infrastructure that powers the global economy. As a leading provider of market infrastructure and tradable products, Cboe delivers cutting-edge trading, clearing and investment solutions to market participants around the world. We’re building inclusive ways to support professional and personal development whil…",97750.0,120750.0,,IT Jobs,2025-06-20T06:41:06Z,https://www.adzuna.com/details/5259771686?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
Java Developer,Saransh Inc,"Chicago, Cook County","Title: Java Developer Location: Chicago, IL (Day 1 Onsite) Job Description: 8 years of hands-on experience in JAVA FULL STACK - AWS  JAVA SPRING BOOT Design, develop, test, and deploy scalable and resilient microservices using Java and Spring Boot. Work on the entire software development lifecycle, from concept and design to testing and deployment. Implement and maintain AWS cloud-based solutions, ensuring high performance, security, and scalability. Integrate microservices with Kafka for real-…",64868.43,64868.43,,IT Jobs,2025-06-19T08:32:46Z,https://www.adzuna.com/details/5258042033?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
React developer with design system exp Job at Global Business Ser 4u Inc. in Chi,Global Business Ser 4u Inc.,"Chicago, Cook County","Join to apply for the React developer with design system exp role at Global Business Ser. 4u 1 month ago Be among the first 25 applicants Join to apply for the React developer with design system exp role at Global Business Ser. 4u the client Is looking for a front-end developer, designer, and software engineer, to build a component, coding lot, React, lit, and angular. Using Typescript code, design system team OR Build code for RE-useable Code, this is SR. developer ( like a manager) because th…",131698.56,131698.56,,IT Jobs,2025-06-18T11:56:43Z,https://www.adzuna.com/details/5256500944?utm_medium=api&utm_source=9c54ed3b,adzuna,Full Stack Developer,"Chicago, IL",2025-06-25 12:55:55
